0 0.078 23 1.91e+04
1 0.178 23.6 1.9e+04
2 0.278 23.2 1.99e+04
3 0.378 21.9 1.95e+04
4 0.478 24 2.06e+04
5 0.578 22.8 1.94e+04
6 0.678 23.7 2.04e+04
7 0.778 24 1.96e+04
8 0.878 23.6 1.88e+04
9 0.978 22.5 1.96e+04
10 1.078 24.8 2.14e+04
11 1.178 24 2.03e+04
12 1.278 21.7 1.85e+04
13 1.379 24 1.9e+04
14 1.479 24.7 1.75e+04
15 1.579 24.4 1.96e+04
16 1.679 24.7 1.92e+04
17 1.779 24.7 1.8e+04
18 1.879 23.7 1.85e+04
19 1.979 24.9 2.02e+04
20 2.079 24 2.04e+04
21 2.179 23.2 2e+04
22 2.279 24.1 1.79e+04
23 2.379 24 2.14e+04
24 2.479 22.9 1.83e+04
25 2.579 23 1.95e+04
26 2.679 23.6 1.69e+04
27 2.779 24.1 2.01e+04
28 2.879 22.3 1.92e+04
29 2.979 25.8 1.71e+04
30 3.079 25.5 1.93e+04
31 3.179 24.9 1.94e+04
32 3.279 25.3 1.9e+04
33 3.379 24.2 1.86e+04
34 3.479 24.2 1.81e+04
35 3.579 24.8 2.05e+04
36 3.679 23.8 1.87e+04
37 3.779 24.4 1.98e+04
38 3.879 22.1 1.88e+04
39 3.979 24.9 1.78e+04
40 4.079 23.6 1.93e+04
41 4.179 22.9 1.83e+04
42 4.279 23.5 1.79e+04
43 4.379 23.2 1.87e+04
44 4.479 24.4 1.92e+04
45 4.579 23.9 1.89e+04
46 4.679 23.4 2.01e+04
47 4.779 24.5 1.85e+04
48 4.879 24.1 1.73e+04
49 4.979 23.8 1.95e+04
50 5.079 23.9 1.85e+04
51 5.178 22.2 1.82e+04
52 5.278 23.2 1.74e+04
53 5.378 22.7 1.76e+04
54 5.478 24.3 1.92e+04
55 5.578 24.6 1.72e+04
56 5.678 23.9 1.99e+04
57 5.778 24.3 1.86e+04
58 5.878 24.2 1.73e+04
59 5.978 24.7 1.97e+04
60 6.078 24.2 1.87e+04
61 6.178 24.9 1.84e+04
62 6.278 23.1 2.03e+04
63 6.378 22.1 2.01e+04
64 6.478 24.6 1.92e+04
65 6.578 24.7 1.85e+04
66 6.678 23.7 1.81e+04
67 6.778 24.4 2.05e+04
68 6.878 24.2 1.79e+04
69 6.978 24 1.94e+04
70 7.078 24.9 1.74e+04
71 7.178 24 1.94e+04
72 7.278 24.7 2.09e+04
73 7.378 24.2 2.05e+04
74 7.478 24.9 1.79e+04
75 7.578 23.7 1.94e+04
76 7.678 23.7 1.94e+04
77 7.778 24.1 2.07e+04
78 7.878 23 1.94e+04
79 7.978 23.6 2.06e+04
80 8.078 23.1 1.92e+04
81 8.178 23.8 1.97e+04
82 8.278 23.2 1.95e+04
83 8.378 23.3 1.9e+04
84 8.478 24 1.75e+04
85 8.578 24.1 2.01e+04
86 8.678 24.2 1.83e+04
87 8.778 22.9 1.91e+04
88 8.878 23.2 2.02e+04
89 8.978 22.6 1.9e+04
90 9.078 24.5 1.94e+04
91 9.178 23.5 2.06e+04
92 9.278 23.2 1.66e+04
93 9.378 23.6 1.76e+04
94 9.478 24.4 1.84e+04
95 9.578 23.5 1.9e+04
96 9.678 24 1.8e+04
97 9.778 22.9 1.85e+04
98 9.878 23.6 1.86e+04
99 9.978 23.9 1.97e+04
100 10.078 24.4 1.91e+04
101 10.178 24.6 1.85e+04
102 10.278 24.4 1.88e+04
103 10.378 24.4 1.72e+04
104 10.478 24.2 2.08e+04
105 10.578 23.8 1.95e+04
106 10.678 22.7 1.87e+04
107 10.778 24.9 1.81e+04
108 10.878 24.8 1.74e+04
109 10.978 23 1.88e+04
110 11.078 24.5 1.89e+04
111 11.178 24 1.92e+04
112 11.278 25.7 2.04e+04
113 11.378 24.6 2.05e+04
114 11.478 21.6 1.84e+04
115 11.578 23.2 1.85e+04
116 11.678 23 2.01e+04
117 11.778 23 1.87e+04
118 11.878 24.3 1.92e+04
119 11.978 23.5 2.21e+04
120 12.078 23.5 2.04e+04
121 12.178 23.2 1.84e+04
122 12.278 24.8 1.86e+04
123 12.378 23.6 1.93e+04
124 12.478 25 1.89e+04
125 12.578 24.1 2.09e+04
126 12.678 23.8 2.11e+04
127 12.778 24.2 1.76e+04
128 12.878 22.2 1.98e+04
129 12.978 24.4 2.04e+04
130 13.078 23.4 1.94e+04
131 13.178 24 1.79e+04
132 13.278 23.6 1.96e+04
133 13.378 26 1.86e+04
134 13.478 23.9 1.97e+04
135 13.578 22.8 1.89e+04
136 13.678 23.6 1.74e+04
137 13.778 24.3 1.86e+04
138 13.878 23.3 2.04e+04
139 13.978 25.7 1.82e+04
140 14.078 22.5 1.85e+04
141 14.178 24.1 1.94e+04
142 14.278 23 1.99e+04
143 14.378 24.8 1.88e+04
144 14.478 23 2e+04
145 14.578 25.1 1.89e+04
146 14.678 24.6 1.86e+04
147 14.778 24.9 1.93e+04
148 14.878 23.7 2.07e+04
149 14.978 24.4 2.02e+04
150 15.078 24.2 2.04e+04
151 15.178 23.2 1.72e+04
152 15.278 24.3 2.09e+04
153 15.378 24.4 1.95e+04
154 15.478 24.5 1.85e+04
155 15.578 24.5 1.88e+04
156 15.678 24.7 1.97e+04
157 15.778 23.7 2.05e+04
158 15.878 23 1.76e+04
159 15.979 24.2 1.97e+04
160 16.079 24.1 1.9e+04
161 16.179 24.6 1.68e+04
162 16.279 23.6 1.9e+04
163 16.379 24.3 1.75e+04
164 16.479 24.2 1.82e+04
165 16.579 24.4 1.76e+04
166 16.679 25.5 1.94e+04
167 16.779 24.3 1.95e+04
168 16.879 22.5 1.8e+04
169 16.979 24.2 2.02e+04
170 17.079 24.6 1.87e+04
171 17.179 23.9 2.05e+04
172 17.279 23.6 1.85e+04
173 17.378 22.8 1.9e+04
