Computing Time,Material,Thickness,EM_Model
7629.857266902924,alu,70um,EM_Opt1
8282.465289831161,alu,200um,EM_Opt1
7943.1466152668,alu,270um,EM_Opt1
9894.867041349411,alu,400um,EM_Opt1
3662.4437477588654,alu,600um,EM_Opt1
518.9521188735962,alu,1000um,EM_Opt1
446.57662987709045,alu,1400um,EM_Opt1
402.1980125904083,alu,2000um,EM_Opt1
458.5837981700897,alu,3000um,EM_Opt1
363.62285113334656,alu,4000um,EM_Opt1
185.01332139968872,alu,6000um,EM_Opt1
