Event,Timestamp,Width,Intensity,Stage x Position,Material Thickness
3731,373.172,6.94,41300.0,68.0,0.025
3732,373.272,7.02,40200.0,68.0,0.025
3733,373.372,7.13,42100.0,68.0,0.025
3734,373.472,6.92,39600.0,68.0,0.025
3735,373.572,7.15,42500.0,68.0,0.025
3736,373.672,7.0,39200.0,68.0,0.025
3737,373.772,7.11,45000.0,68.0,0.025
3738,373.872,7.18,41400.0,68.0,0.025
3739,373.972,7.03,41500.0,68.0,0.025
3740,374.072,6.9,37600.0,68.0,0.025
3741,374.172,6.8,41400.0,68.0,0.025
3742,374.272,7.07,43500.0,68.0,0.025
3743,374.372,7.04,41000.0,68.0,0.025
3744,374.472,7.16,46300.0,68.0,0.025
3745,374.572,7.01,40700.0,68.0,0.025
3746,374.672,6.98,38200.0,68.0,0.025
3747,374.772,7.0,43700.0,68.0,0.025
3748,374.872,7.13,40200.0,68.0,0.025
3749,374.972,7.27,43300.0,0.0,0.0
3750,375.072,7.18,38800.0,0.0,0.0
3751,375.172,6.93,41400.0,0.0,0.0
3752,375.272,6.95,39500.0,68.0,0.025
3753,375.372,7.11,41100.0,68.0,0.025
3754,375.472,7.02,41300.0,68.0,0.025
3755,375.572,6.74,37400.0,68.0,0.025
3756,375.672,7.0,41700.0,68.0,0.025
3757,375.772,6.92,43700.0,68.0,0.025
3758,375.872,7.09,42400.0,68.0,0.025
3759,375.972,7.13,41700.0,0.0,0.0
3760,376.072,6.96,38400.0,0.0,0.0
3761,376.172,7.13,40000.0,68.0,0.025
3762,376.272,7.17,42400.0,68.0,0.025
3763,376.372,7.01,42300.0,68.0,0.025
3764,376.472,7.22,41900.0,68.0,0.025
3765,376.572,7.06,41600.0,0.0,0.0
3766,376.672,7.17,40500.0,0.0,0.0
3767,376.772,6.93,41300.0,68.0,0.025
3768,376.872,7.06,40700.0,68.0,0.025
3769,376.972,7.08,41200.0,68.0,0.025
3770,377.072,7.22,40800.0,68.0,0.025
3771,377.172,7.32,40400.0,68.0,0.025
3772,377.272,7.21,40100.0,68.0,0.025
3773,377.372,6.86,40400.0,68.0,0.025
3774,377.472,6.85,41900.0,68.0,0.025
3775,377.572,7.31,44400.0,0.0,0.0
3776,377.672,6.97,38500.0,0.0,0.0
3777,377.772,7.21,39900.0,68.0,0.025
3778,377.872,6.88,41900.0,68.0,0.025
3779,377.972,7.08,41100.0,68.0,0.025
3780,378.072,6.95,40500.0,68.0,0.025
3781,378.172,7.35,44200.0,68.0,0.025
3782,378.272,7.12,43400.0,68.0,0.025
3783,378.372,7.03,40100.0,68.0,0.025
3784,378.472,7.09,41100.0,68.0,0.025
3785,378.572,7.14,44600.0,68.0,0.025
3786,378.673,7.07,39200.0,0.0,0.0
3787,378.773,6.99,37900.0,0.0,0.0
3788,378.873,7.05,36300.0,0.0,0.0
3789,378.973,7.16,43400.0,0.0,0.0
3790,379.073,7.02,40300.0,0.0,0.0
3791,379.173,7.42,40700.0,68.0,0.025
3792,379.273,6.87,40800.0,68.0,0.025
3793,379.373,7.5,46700.0,68.0,0.025
3794,379.473,7.19,42200.0,68.0,0.025
3795,379.573,7.09,42600.0,68.0,0.025
3796,379.673,6.99,42900.0,68.0,0.025
3797,379.773,7.15,44500.0,68.0,0.025
3798,379.873,7.18,43000.0,68.0,0.025
3799,379.973,7.09,41800.0,68.0,0.025
3800,380.073,6.97,40300.0,68.0,0.025
3801,380.173,7.11,43400.0,68.0,0.025
3802,380.273,7.06,43100.0,68.0,0.025
3803,380.373,6.97,42900.0,68.0,0.025
3804,380.473,6.81,35200.0,68.0,0.025
3805,380.573,7.21,41600.0,68.0,0.025
3806,380.673,6.89,41900.0,68.0,0.025
3807,380.773,7.03,42400.0,68.0,0.025
3808,380.873,7.04,40000.0,68.0,0.025
3809,380.973,7.0,40400.0,68.0,0.025
3810,381.073,6.88,41300.0,68.0,0.025
3811,381.173,7.07,42500.0,68.0,0.025
3812,381.273,7.0,41800.0,68.0,0.025
3813,381.373,7.05,41000.0,0.0,0.0
3814,381.473,7.3,42900.0,0.0,0.0
3815,381.573,7.04,41700.0,68.0,0.025
3816,381.673,7.37,39800.0,68.0,0.025
3817,381.773,7.29,41500.0,68.0,0.025
3818,381.823,7.32,41100.0,68.0,0.025
3819,381.973,7.06,41700.0,68.0,0.025
3820,382.073,7.03,39400.0,68.0,0.025
3821,382.173,7.13,40000.0,0.0,0.0
3822,382.273,7.2,41100.0,0.0,0.0
3823,382.373,7.34,45400.0,68.0,0.025
3824,382.473,7.03,36500.0,68.0,0.025
3825,382.573,7.1,43800.0,0.0,0.0
3826,382.673,6.93,41200.0,0.0,0.0
3827,382.773,7.18,42100.0,68.0,0.025
3828,382.873,7.01,39100.0,68.0,0.025
3829,382.973,6.96,40400.0,68.0,0.025
3830,383.073,7.24,43700.0,68.0,0.025
3831,383.173,7.08,39200.0,68.0,0.025
3832,383.273,6.97,39100.0,68.0,0.025
3833,383.373,7.07,40200.0,0.0,0.0
3834,383.473,7.15,41000.0,0.0,0.0
3835,383.573,6.95,42100.0,0.0,0.0
3836,383.673,7.17,40500.0,0.0,0.0
3837,383.773,6.96,38100.0,68.0,0.025
3838,383.873,7.18,39700.0,68.0,0.025
3839,383.973,7.23,40000.0,68.0,0.025
3840,384.073,7.03,39000.0,68.0,0.025
3841,384.173,7.07,40300.0,68.0,0.025
3842,384.272,7.11,42100.0,68.0,0.025
3843,384.372,7.02,38900.0,68.0,0.025
3844,384.472,6.97,42800.0,68.0,0.025
3845,384.572,7.02,41400.0,68.0,0.025
3846,384.672,7.18,45300.0,68.0,0.025
3847,384.772,7.03,42000.0,68.0,0.025
3848,384.872,7.15,44000.0,68.0,0.025
3849,384.972,7.14,43000.0,68.0,0.025
3850,385.072,7.12,41900.0,68.0,0.025
3851,385.172,7.21,42800.0,0.0,0.0
3852,385.272,7.09,43000.0,0.0,0.0
3853,385.372,7.08,40900.0,68.0,0.025
3854,385.472,7.2,44800.0,68.0,0.025
3855,385.572,6.95,37900.0,68.0,0.025
3856,385.672,7.07,45200.0,68.0,0.025
3857,385.772,7.11,41200.0,68.0,0.025
3858,385.872,7.03,39700.0,0.0,0.0
3859,385.972,7.25,42000.0,0.0,0.0
3860,386.072,7.01,41000.0,68.0,0.025
3861,386.172,7.09,45800.0,68.0,0.025
3862,386.272,7.25,39500.0,0.0,0.0
3863,386.372,7.04,40600.0,0.0,0.0
3864,386.472,7.06,40400.0,0.0,0.0
3865,386.572,7.48,42000.0,68.0,0.025
3866,386.672,6.99,39100.0,68.0,0.025
3867,386.772,6.96,37800.0,68.0,0.025
3868,386.872,7.03,41800.0,68.0,0.025
3869,386.972,7.2,42100.0,0.0,0.0
3870,387.072,7.02,43100.0,0.0,0.0
3871,387.172,6.72,40400.0,68.0,0.025
3872,387.272,7.24,43900.0,68.0,0.025
3873,387.372,7.01,40100.0,68.0,0.025
3874,387.472,7.27,42300.0,68.0,0.025
3875,387.572,6.76,34800.0,68.0,0.025
3876,387.672,7.2,44700.0,68.0,0.025
3877,387.772,7.13,41600.0,68.0,0.025
3878,387.872,7.16,43000.0,68.0,0.025
3879,387.972,6.93,43100.0,68.0,0.025
3880,388.072,6.72,40900.0,68.0,0.025
3881,388.172,7.18,45800.0,68.0,0.025
3882,388.272,7.24,44400.0,68.0,0.025
3883,388.372,7.14,41600.0,68.0,0.025
3884,388.472,7.0,43000.0,68.0,0.025
3885,388.559,7.04,42500.0,68.0,0.025
3886,388.672,7.12,41400.0,68.0,0.025
3887,388.772,7.15,40700.0,68.0,0.025
3888,388.872,7.07,43700.0,0.0,0.0
3889,388.972,6.92,41200.0,0.0,0.0
3890,389.072,7.1,42600.0,68.0,0.025
3891,389.172,7.09,40900.0,68.0,0.025
3892,389.194,6.9,42700.0,68.0,0.025
3893,389.372,7.23,41500.0,68.0,0.025
3894,389.472,7.02,44300.0,68.0,0.025
3895,389.572,7.21,41400.0,68.0,0.025
3896,389.672,6.93,43500.0,68.0,0.025
3897,389.772,6.9,43500.0,68.0,0.025
3898,389.872,6.92,40900.0,68.0,0.025
3899,389.972,6.95,38100.0,68.0,0.025
3900,390.072,6.9,39500.0,0.0,0.0
3901,390.172,7.12,42900.0,0.0,0.0
3902,390.272,6.92,44900.0,68.0,0.025
3903,390.372,6.97,37600.0,68.0,0.025
3904,390.472,7.03,38800.0,68.0,0.025
3905,390.572,7.09,43400.0,68.0,0.025
3906,390.672,7.17,45100.0,68.0,0.025
3907,390.772,6.63,36700.0,68.0,0.025
3908,390.872,6.83,40000.0,68.0,0.025
3909,390.972,7.39,45200.0,68.0,0.025
3910,391.072,7.1,40000.0,68.0,0.025
3911,391.172,7.09,44500.0,68.0,0.025
3912,391.272,7.21,46700.0,68.0,0.025
3913,391.372,7.2,42500.0,68.0,0.025
3914,391.472,7.03,39600.0,68.0,0.025
3915,391.572,6.97,38300.0,0.0,0.0
3916,391.672,7.21,39000.0,0.0,0.0
3917,391.772,7.33,43300.0,68.0,0.025
3918,391.872,6.97,44900.0,68.0,0.025
3919,391.972,7.11,38300.0,68.0,0.025
3920,392.072,7.18,40000.0,68.0,0.025
3921,392.172,7.09,44400.0,68.0,0.025
3922,392.272,7.16,45000.0,68.0,0.025
3923,392.372,7.25,40600.0,68.0,0.025
3924,392.472,6.87,40400.0,68.0,0.025
3925,392.572,6.73,41900.0,68.0,0.025
3926,392.672,7.44,43600.0,68.0,0.025
3927,392.772,7.1,39400.0,0.0,0.0
3928,392.872,6.88,35800.0,0.0,0.0
3929,392.972,7.14,44300.0,68.0,0.025
3930,393.072,6.94,40400.0,68.0,0.025
3931,393.172,6.99,35600.0,68.0,0.025
3932,393.272,7.04,39100.0,68.0,0.025
3933,393.373,6.91,42000.0,68.0,0.025
3934,393.473,7.17,43200.0,68.0,0.025
3935,393.573,7.25,45700.0,68.0,0.025
3936,393.673,7.07,40500.0,68.0,0.025
3937,393.773,7.28,40600.0,68.0,0.025
3938,393.873,7.16,42900.0,0.0,0.0
3939,393.973,7.11,42800.0,0.0,0.0
3940,394.073,6.92,39000.0,0.0,0.0
3941,394.173,6.93,41100.0,68.0,0.025
3942,394.273,7.14,42100.0,68.0,0.025
3943,394.373,7.23,41600.0,68.0,0.025
3944,394.473,6.98,43000.0,68.0,0.025
3945,394.573,7.29,44100.0,68.0,0.025
3946,394.673,6.95,43400.0,68.0,0.025
3947,394.773,7.05,43800.0,68.0,0.025
3948,394.873,7.06,41500.0,68.0,0.025
3949,394.973,7.1,42200.0,68.0,0.025
3950,395.073,7.15,42800.0,68.0,0.025
3951,395.173,7.03,42000.0,0.0,0.0
3952,395.273,7.2,40800.0,0.0,0.0
3953,395.373,7.41,47100.0,68.0,0.025
3954,395.473,6.96,42400.0,68.0,0.025
3955,395.573,7.17,41900.0,68.0,0.025
3956,395.673,7.15,44600.0,68.0,0.025
3957,395.773,6.86,42000.0,68.0,0.025
3958,395.873,7.35,41400.0,68.0,0.025
3959,395.906,7.07,40300.0,68.0,0.025
3960,396.073,7.07,38300.0,68.0,0.025
3961,396.173,7.04,43200.0,68.0,0.025
3962,396.273,7.13,44800.0,68.0,0.025
3963,396.373,7.12,41200.0,68.0,0.025
3964,396.472,7.19,42000.0,68.0,0.025
3965,396.572,7.08,41300.0,68.0,0.025
3966,396.672,7.29,44900.0,68.0,0.025
3967,396.772,7.14,40600.0,68.0,0.025
3968,396.872,7.09,43000.0,68.0,0.025
3969,396.972,6.87,37400.0,68.0,0.025
3970,397.072,7.07,42500.0,68.0,0.025
3971,397.172,7.02,40000.0,68.0,0.025
3972,397.272,7.27,40400.0,68.0,0.025
3973,397.372,7.18,41400.0,68.0,0.025
3974,397.472,7.17,42900.0,68.0,0.025
3975,397.572,7.15,41600.0,0.0,0.0
3976,397.672,6.86,43400.0,0.0,0.0
3977,397.772,6.89,46300.0,68.0,0.025
3978,397.872,7.11,43300.0,0.0,0.0
3979,397.972,6.73,41700.0,0.0,0.0
3980,398.072,7.07,42800.0,68.0,0.025
3981,398.172,7.13,42400.0,68.0,0.025
3982,398.272,6.94,39900.0,68.0,0.025
3983,398.347,7.13,43900.0,68.0,0.025
3984,398.472,7.11,42100.0,68.0,0.025
3985,398.572,7.33,41000.0,68.0,0.025
3986,398.672,7.34,44800.0,68.0,0.025
3987,398.772,7.31,44400.0,68.0,0.025
3988,398.872,6.93,39100.0,68.0,0.025
3989,398.972,7.22,44000.0,68.0,0.025
3990,399.072,7.21,40800.0,68.0,0.025
3991,399.172,6.9,40100.0,68.0,0.025
3992,399.272,6.96,38600.0,68.0,0.025
3993,399.372,7.32,42100.0,68.0,0.025
3994,399.472,7.1,40900.0,68.0,0.025
3995,399.572,6.96,39100.0,68.0,0.025
3996,399.672,6.99,41500.0,68.0,0.025
3997,399.772,7.23,42000.0,68.0,0.025
3998,399.872,7.29,41600.0,68.0,0.025
3999,399.972,7.24,41700.0,68.0,0.025
4000,400.072,7.07,37800.0,0.0,0.0
4001,400.172,6.97,41500.0,0.0,0.0
4002,400.272,7.16,38600.0,68.0,0.025
4003,400.372,7.12,44500.0,68.0,0.025
4004,400.472,6.96,41500.0,68.0,0.025
4005,400.572,7.05,41600.0,68.0,0.025
4006,400.672,7.05,42700.0,68.0,0.025
4007,400.772,7.04,44000.0,68.0,0.025
4008,400.872,7.02,42000.0,68.0,0.025
4009,400.972,6.84,41900.0,68.0,0.025
4010,401.072,6.95,41700.0,68.0,0.025
4011,401.172,7.05,42800.0,68.0,0.025
4012,401.272,7.04,44000.0,68.0,0.025
4013,401.372,7.04,45000.0,68.0,0.025
4014,401.472,7.03,40000.0,0.0,0.0
4015,401.572,7.07,43000.0,0.0,0.0
4016,401.672,7.08,40300.0,0.0,0.0
4017,401.772,7.08,41100.0,68.0,0.025
4018,401.872,7.19,43800.0,68.0,0.025
4019,401.972,7.15,42800.0,68.0,0.025
4020,402.072,6.96,40400.0,68.0,0.025
4021,402.172,7.23,43800.0,68.0,0.025
4022,402.272,7.25,42300.0,68.0,0.025
4023,402.372,6.95,41400.0,68.0,0.025
4024,402.472,7.21,39700.0,0.0,0.0
4025,402.572,7.02,37800.0,0.0,0.0
4026,402.672,7.17,43000.0,68.0,0.025
4027,402.772,7.06,45100.0,68.0,0.025
4028,402.872,7.14,44500.0,68.0,0.025
4029,402.972,7.07,43900.0,68.0,0.025
4030,403.072,6.84,38500.0,0.0,0.0
4031,403.172,7.1,41700.0,0.0,0.0
4032,403.272,6.96,41500.0,68.0,0.025
4033,403.372,7.0,41100.0,68.0,0.025
4034,403.472,7.22,43800.0,68.0,0.025
4035,403.572,6.83,40500.0,68.0,0.025
4036,403.672,7.1,40400.0,0.0,0.0
4037,403.772,6.95,41100.0,0.0,0.0
4038,403.872,7.08,43800.0,68.0,0.025
4039,403.972,7.06,40600.0,0.0,0.0
4040,404.072,7.01,41100.0,0.0,0.0
4041,404.172,7.25,39200.0,0.0,0.0
4042,404.272,6.98,40600.0,68.0,0.025
4043,404.372,7.19,45700.0,68.0,0.025
4044,404.472,6.93,41000.0,68.0,0.025
4045,404.572,7.19,44900.0,68.0,0.025
4046,404.672,6.99,42700.0,68.0,0.025
4047,404.772,7.04,40100.0,68.0,0.025
4048,404.872,7.12,42700.0,68.0,0.025
4049,404.972,7.28,43700.0,68.0,0.025
4050,405.072,7.07,44500.0,68.0,0.025
4051,405.172,6.95,41500.0,68.0,0.025
4052,405.272,7.22,40000.0,68.0,0.025
4053,405.372,7.0,43500.0,68.0,0.025
4054,405.472,6.94,42100.0,68.0,0.025
4055,405.572,7.06,41100.0,68.0,0.025
4056,405.672,7.19,43700.0,68.0,0.025
4057,405.772,6.91,41300.0,68.0,0.025
4058,405.872,7.12,44400.0,0.0,0.0
4059,405.972,6.74,38000.0,0.0,0.0
4060,406.072,7.22,41600.0,0.0,0.0
4061,406.172,7.1,43500.0,68.0,0.025
4062,406.272,6.93,39000.0,68.0,0.025
4063,406.372,7.11,40400.0,68.0,0.025
4064,406.472,6.83,40000.0,68.0,0.025
4065,406.572,7.01,43100.0,68.0,0.025
4066,406.672,7.14,41500.0,0.0,0.0
4067,406.772,7.16,42700.0,0.0,0.0
4068,406.872,7.14,43700.0,68.0,0.025
4069,406.972,6.88,42400.0,0.0,0.0
4070,407.072,7.07,41800.0,0.0,0.0
4071,407.172,7.14,42200.0,68.0,0.025
4072,407.272,6.83,39700.0,68.0,0.025
4073,407.372,7.07,39100.0,0.0,0.0
4074,407.472,7.0,39200.0,0.0,0.0
4075,407.572,7.06,42600.0,68.0,0.025
4076,407.672,6.97,42100.0,68.0,0.025
4077,407.772,7.21,44200.0,68.0,0.025
4078,407.872,6.99,42200.0,68.0,0.025
4079,407.973,7.02,39700.0,68.0,0.025
4080,408.073,7.2,42800.0,0.0,0.0
4081,408.173,7.14,42100.0,0.0,0.0
4082,408.273,6.89,39500.0,0.0,0.0
4083,408.373,7.13,42800.0,68.0,0.025
4084,408.473,7.14,41700.0,68.0,0.025
4085,408.573,7.24,41400.0,68.0,0.025
4086,408.672,7.08,40400.0,68.0,0.025
4087,408.734,7.24,42900.0,68.0,0.025
4088,408.872,6.81,40000.0,68.0,0.025
4089,408.972,7.05,41200.0,68.0,0.025
4090,409.072,7.13,45000.0,0.0,0.0
4091,409.172,7.13,40900.0,0.0,0.0
4092,409.272,7.04,42300.0,68.0,0.025
4093,409.372,7.28,45000.0,68.0,0.025
4094,409.472,7.19,40900.0,0.0,0.0
4095,409.572,6.84,41900.0,0.0,0.0
4096,409.672,7.07,42300.0,68.0,0.025
4097,409.772,6.9,42300.0,0.0,0.0
4098,409.872,7.11,41000.0,0.0,0.0
4099,409.972,7.05,42100.0,68.0,0.025
4100,410.072,7.06,40300.0,68.0,0.025
4101,410.172,6.81,43200.0,68.0,0.025
4102,410.272,6.75,39600.0,68.0,0.025
4103,410.372,7.36,39400.0,68.0,0.025
4104,410.472,7.21,42500.0,0.0,0.0
4105,410.572,7.05,40300.0,0.0,0.0
4106,410.672,6.96,40300.0,68.0,0.025
4107,410.772,6.98,41100.0,68.0,0.025
4108,410.872,7.06,43700.0,68.0,0.025
4109,410.972,7.01,43400.0,68.0,0.025
4110,411.072,6.97,39000.0,68.0,0.025
4111,411.172,6.87,37200.0,68.0,0.025
4112,411.272,6.96,40300.0,68.0,0.025
4113,411.372,6.98,42600.0,68.0,0.025
4114,411.472,6.93,39100.0,0.0,0.0
4115,411.572,6.92,38500.0,0.0,0.0
4116,411.672,6.97,36400.0,68.0,0.025
4117,411.772,6.91,42000.0,68.0,0.025
4118,411.872,7.07,40600.0,68.0,0.025
4119,411.972,7.23,42200.0,68.0,0.025
4120,412.072,6.93,41400.0,0.0,0.0
4121,412.172,6.99,37800.0,0.0,0.0
4122,412.272,7.16,41100.0,0.0,0.0
4123,412.372,6.94,39000.0,68.0,0.025
4124,412.472,6.96,39700.0,68.0,0.025
4125,412.572,7.04,39700.0,68.0,0.025
4126,412.672,7.0,39900.0,68.0,0.025
4127,412.772,7.11,40700.0,68.0,0.025
4128,412.872,6.84,40700.0,68.0,0.025
4129,412.972,6.89,39400.0,68.0,0.025
4130,413.072,6.95,39700.0,68.0,0.025
4131,413.172,6.86,40800.0,68.0,0.025
4132,413.272,6.85,40900.0,68.0,0.025
4133,413.372,7.02,43700.0,68.0,0.025
4134,413.472,7.1,40600.0,68.0,0.025
4135,413.572,7.32,37900.0,68.0,0.025
4136,413.672,6.97,42800.0,68.0,0.025
4137,413.772,7.05,42100.0,68.0,0.025
4138,413.872,6.82,38200.0,68.0,0.025
4139,413.972,6.99,39700.0,68.0,0.025
4140,414.072,7.15,40500.0,68.0,0.025
4141,414.172,7.19,42200.0,68.0,0.025
4142,414.272,7.03,41100.0,68.0,0.025
4143,414.372,7.17,40400.0,68.0,0.025
4144,414.472,6.97,37400.0,68.0,0.025
4145,414.572,6.82,41200.0,68.0,0.025
4146,414.672,6.91,42500.0,68.0,0.025
4147,414.772,7.15,39200.0,68.0,0.025
4148,414.872,7.31,42900.0,68.0,0.025
4149,414.972,7.14,42100.0,68.0,0.025
4150,415.072,7.09,41700.0,68.0,0.025
4151,415.172,6.96,36000.0,68.0,0.025
4152,415.272,7.09,41700.0,68.0,0.025
4153,415.372,6.8,39400.0,68.0,0.025
4154,415.472,7.12,42800.0,68.0,0.025
4155,415.572,6.96,39400.0,68.0,0.025
4156,415.672,7.21,43600.0,68.0,0.025
4157,415.772,6.98,40900.0,68.0,0.025
4158,415.872,7.2,41400.0,68.0,0.025
4159,415.972,6.94,40600.0,68.0,0.025
4160,416.072,7.09,40200.0,68.0,0.025
4161,416.172,7.08,42600.0,68.0,0.025
4162,416.272,7.08,37900.0,68.0,0.025
4163,416.372,6.85,38200.0,68.0,0.025
4164,416.472,7.08,40600.0,68.0,0.025
4165,416.572,7.05,38700.0,68.0,0.025
4166,416.672,7.06,39600.0,68.0,0.025
4167,416.772,7.14,40400.0,68.0,0.025
4168,416.872,7.06,40400.0,68.0,0.025
4169,416.972,7.0,42700.0,68.0,0.025
4170,417.072,6.92,37800.0,68.0,0.025
4171,417.172,7.13,40900.0,68.0,0.025
4172,417.272,7.28,42400.0,68.0,0.025
4173,417.372,6.78,37900.0,68.0,0.025
4174,417.472,7.06,42900.0,68.0,0.025
4175,417.572,7.02,43100.0,68.0,0.025
4176,417.672,7.21,43100.0,68.0,0.025
4177,417.772,7.13,45100.0,0.0,0.0
4178,417.872,7.06,40600.0,0.0,0.0
4179,417.972,6.81,39100.0,68.0,0.025
4180,418.072,7.0,39700.0,68.0,0.025
4181,418.172,7.0,39100.0,68.0,0.025
4182,418.272,7.1,42000.0,68.0,0.025
4183,418.372,7.24,44700.0,68.0,0.025
4184,418.472,6.87,40000.0,68.0,0.025
4185,418.572,6.85,38900.0,68.0,0.025
4186,418.672,7.0,39800.0,68.0,0.025
4187,418.772,7.02,42300.0,68.0,0.025
4188,418.872,7.05,40100.0,68.0,0.025
4189,418.972,7.03,42200.0,68.0,0.025
4190,419.072,7.21,40400.0,68.0,0.025
4191,419.172,7.03,38800.0,68.0,0.025
4192,419.272,7.42,42400.0,68.0,0.025
4193,419.372,7.0,42800.0,68.0,0.025
4194,419.472,6.8,41900.0,68.0,0.025
4195,419.572,7.09,42900.0,68.0,0.025
4196,419.672,7.05,39900.0,68.0,0.025
4197,419.772,7.08,42600.0,68.0,0.025
4198,419.872,7.12,40100.0,68.0,0.025
4199,419.972,6.93,38900.0,68.0,0.025
4200,420.072,7.1,43300.0,68.0,0.025
4201,420.172,7.29,39100.0,68.0,0.025
4202,420.272,6.94,40400.0,68.0,0.025
4203,420.372,6.89,38300.0,68.0,0.025
4204,420.472,7.15,42300.0,68.0,0.025
4205,420.572,6.86,41000.0,68.0,0.025
4206,420.672,6.96,41300.0,68.0,0.025
4207,420.772,6.98,40200.0,68.0,0.025
4208,420.871,6.99,41800.0,0.0,0.0
4209,420.971,7.04,43400.0,0.0,0.0
4210,421.071,6.95,40800.0,68.0,0.025
4211,421.171,6.97,38800.0,68.0,0.025
4212,421.271,7.08,42700.0,68.0,0.025
4213,421.371,6.82,39900.0,68.0,0.025
4214,421.471,7.04,40600.0,68.0,0.025
4215,421.571,7.12,43300.0,68.0,0.025
4216,421.671,7.21,44500.0,68.0,0.025
4217,421.771,7.0,39300.0,68.0,0.025
4218,421.871,6.96,42100.0,68.0,0.025
4219,421.971,7.2,43000.0,68.0,0.025
4220,422.071,7.03,41500.0,68.0,0.025
4221,422.171,7.24,41700.0,68.0,0.025
4222,422.271,7.18,44500.0,68.0,0.025
4223,422.371,7.06,41700.0,68.0,0.025
4224,422.471,6.9,40000.0,68.0,0.025
4225,422.571,7.05,39700.0,68.0,0.025
4226,422.672,6.91,41800.0,68.0,0.025
4227,422.772,6.76,38600.0,68.0,0.025
4228,422.872,7.01,42400.0,68.0,0.025
4229,422.972,7.19,41400.0,68.0,0.025
4230,423.072,7.04,38200.0,68.0,0.025
4231,423.172,7.07,39600.0,68.0,0.025
4232,423.272,7.11,40000.0,68.0,0.025
4233,423.372,7.07,41400.0,68.0,0.025
4234,423.472,7.05,41600.0,68.0,0.025
4235,423.572,7.04,39600.0,68.0,0.025
4236,423.627,6.94,41200.0,68.0,0.025
4237,423.772,6.87,39400.0,68.0,0.025
4238,423.872,7.19,46000.0,68.0,0.025
4239,423.972,7.1,40400.0,68.0,0.025
4240,424.072,7.24,42900.0,68.0,0.025
4241,424.172,7.0,38500.0,68.0,0.025
4242,424.272,6.97,40400.0,68.0,0.025
4243,424.372,7.19,39700.0,68.0,0.025
4244,424.472,7.14,43300.0,68.0,0.025
4245,424.572,6.92,41400.0,68.0,0.025
4246,424.672,7.12,43900.0,68.0,0.025
4247,424.772,6.83,40400.0,68.0,0.025
4248,424.872,6.78,38300.0,0.0,0.0
4249,424.972,7.17,43900.0,0.0,0.0
4250,425.072,6.97,39000.0,68.0,0.025
4251,425.172,7.13,39300.0,68.0,0.025
4252,425.272,6.91,39400.0,68.0,0.025
4253,425.372,6.99,39700.0,68.0,0.025
4254,425.472,7.41,40300.0,68.0,0.025
4255,425.572,7.15,43000.0,68.0,0.025
4256,425.672,7.15,42600.0,68.0,0.025
4257,425.772,7.15,41300.0,68.0,0.025
4258,425.872,7.02,41200.0,68.0,0.025
4259,425.972,7.07,40300.0,68.0,0.025
4260,426.072,7.03,43000.0,68.0,0.025
4261,426.172,7.03,39800.0,68.0,0.025
4262,426.272,6.96,40400.0,68.0,0.025
4263,426.372,6.99,40100.0,68.0,0.025
4264,426.472,6.97,43500.0,68.0,0.025
4265,426.572,6.89,37700.0,68.0,0.025
4266,426.672,7.09,39600.0,68.0,0.025
4267,426.772,6.97,43400.0,68.0,0.025
4268,426.872,7.3,42600.0,68.0,0.025
4269,426.972,7.07,42500.0,68.0,0.025
4270,427.072,7.08,40500.0,68.0,0.025
4271,427.172,7.06,39200.0,0.0,0.0
4272,427.272,7.01,37300.0,0.0,0.0
4273,427.346,7.11,38700.0,0.0,0.0
4274,427.472,7.18,41900.0,68.0,0.025
4275,427.572,7.12,41700.0,68.0,0.025
4276,427.672,6.98,39800.0,68.0,0.025
4277,427.772,6.81,37800.0,68.0,0.025
4278,427.872,6.68,38800.0,68.0,0.025
4279,427.972,7.0,40600.0,68.0,0.025
4280,428.072,7.06,38200.0,68.0,0.025
4281,428.172,7.06,39900.0,68.0,0.025
4282,428.272,7.22,39900.0,0.0,0.0
4283,428.372,6.95,40400.0,0.0,0.0
4284,428.472,6.7,36700.0,0.0,0.0
4285,428.572,7.15,38200.0,68.0,0.025
4286,428.672,7.04,41900.0,68.0,0.025
4287,428.772,7.01,39100.0,68.0,0.025
4288,428.872,7.07,42600.0,68.0,0.025
4289,428.972,7.27,42500.0,68.0,0.025
4290,429.072,7.25,42500.0,68.0,0.025
4291,429.172,7.24,39200.0,68.0,0.025
4292,429.272,7.0,40800.0,68.0,0.025
4293,429.372,7.14,43000.0,68.0,0.025
4294,429.472,6.89,41400.0,68.0,0.025
4295,429.572,7.11,42200.0,68.0,0.025
4296,429.672,7.0,45000.0,68.0,0.025
4297,429.772,7.06,40700.0,68.0,0.025
4298,429.872,6.96,38300.0,68.0,0.025
4299,429.972,6.84,40000.0,68.0,0.025
4300,430.072,7.01,40300.0,68.0,0.025
4301,430.172,6.97,41100.0,68.0,0.025
4302,430.272,7.17,43700.0,68.0,0.025
4303,430.372,7.01,40400.0,68.0,0.025
4304,430.472,6.86,42600.0,68.0,0.025
4305,430.572,6.9,40200.0,68.0,0.025
4306,430.672,7.15,40300.0,68.0,0.025
4307,430.772,6.94,39300.0,68.0,0.025
4308,430.872,7.22,42100.0,68.0,0.025
4309,430.972,6.99,40200.0,68.0,0.025
4310,431.072,6.83,37600.0,68.0,0.025
4311,431.172,7.23,42100.0,68.0,0.025
4312,431.272,7.09,41300.0,68.0,0.025
