0 0.078 76.2 8.85e+03
1 0.178 93.4 7.63e+03
2 0.278 77.8 8.91e+03
3 0.378 80.4 8.47e+03
4 0.478 85.8 9.03e+03
5 0.561 72.1 9.04e+03
6 0.678 90.6 9.41e+03
7 0.778 83.4 9.58e+03
8 0.878 73.1 9.1e+03
9 0.978 81 8.81e+03
10 1.078 96.2 8.34e+03
11 1.178 92.7 8.51e+03
12 1.278 86.4 8.16e+03
13 1.378 87.7 8.52e+03
14 1.478 78.3 8.78e+03
15 1.578 85.1 8.86e+03
16 1.678 79.3 9e+03
17 1.778 83.2 8.57e+03
18 1.878 78.1 8.4e+03
19 1.978 76.3 8.8e+03
20 2.078 76 8.87e+03
21 2.178 83.7 8.4e+03
22 2.278 82.7 8.32e+03
23 2.323 88.4 9.26e+03
24 2.478 68.5 8.21e+03
25 2.578 79.4 8.8e+03
26 2.678 84.7 7.8e+03
27 2.778 90 8.12e+03
28 2.878 79.6 8.8e+03
29 2.978 79.8 7.64e+03
30 3.078 80.1 7.57e+03
31 3.178 76.4 8.96e+03
32 3.278 100 7.77e+03
33 3.378 63.8 1.04e+04
34 3.478 77.2 7.81e+03
35 3.578 105 8.16e+03
36 3.678 67.7 9.27e+03
37 3.778 62 8.47e+03
38 3.878 56.7 1.16e+04
39 3.978 42.7 1.13e+04
40 4.078 28.5 1.42e+04
41 4.178 17.2 1.76e+04
42 4.278 8.85 2.58e+04
43 4.378 6.2 3.45e+04
44 4.478 6.52 4.12e+04
45 4.578 6.81 4.24e+04
46 4.678 6.71 4.5e+04
47 4.778 7 4.25e+04
48 4.878 6.84 4.19e+04
49 4.978 7.17 4.14e+04
50 5.078 6.97 3.83e+04
51 5.177 6.81 4.06e+04
52 5.277 7.17 4.24e+04
53 5.377 7.02 4.42e+04
54 5.477 7.02 4.14e+04
55 5.577 6.81 4.04e+04
56 5.677 6.88 3.95e+04
57 5.777 6.87 4.03e+04
58 5.877 6.85 4.14e+04
59 5.977 6.75 3.99e+04
60 6.077 6.82 4.36e+04
61 6.177 7.06 4.07e+04
62 6.277 6.8 4.07e+04
63 6.377 6.88 4.3e+04
64 6.477 6.88 3.79e+04
65 6.577 6.99 4.09e+04
66 6.677 7.53 2.84e+04
67 6.777 18.6 1.96e+04
68 6.877 22.1 1.69e+04
69 6.977 24.1 1.66e+04
70 7.077 21.9 1.7e+04
71 7.177 22.4 1.76e+04
72 7.277 21 1.7e+04
73 7.377 22.5 1.76e+04
74 7.477 22.8 1.63e+04
75 7.577 22.6 1.64e+04
76 7.677 22.4 1.73e+04
77 7.777 22.2 1.68e+04
78 7.877 23.3 1.55e+04
79 7.977 22.6 1.64e+04
80 8.077 22.7 1.78e+04
81 8.177 22 1.59e+04
82 8.277 22.8 1.59e+04
83 8.377 23 1.81e+04
84 8.477 22.2 1.39e+04
85 8.577 21.3 1.68e+04
86 8.677 24.7 1.61e+04
87 8.777 23.3 1.76e+04
88 8.877 25.1 1.65e+04
89 8.977 23.6 1.62e+04
90 9.077 22.9 1.87e+04
91 9.177 21.9 1.86e+04
92 9.277 23.4 1.7e+04
93 9.377 22.8 1.55e+04
94 9.477 22 1.71e+04
95 9.577 22.7 1.69e+04
96 9.677 23.4 1.4e+04
97 9.777 19.9 1.76e+04
98 9.877 23.3 1.69e+04
99 9.977 23 1.65e+04
100 10.077 22.9 1.78e+04
101 10.177 21.6 1.77e+04
102 10.277 23.5 1.61e+04
103 10.377 23.1 1.86e+04
104 10.477 24.2 1.52e+04
105 10.577 22.9 1.67e+04
106 10.677 23.9 1.56e+04
107 10.777 22.2 1.43e+04
108 10.877 22.7 1.64e+04
109 10.977 24 1.61e+04
110 11.077 22.1 1.69e+04
111 11.177 21.8 1.85e+04
112 11.277 22.4 1.81e+04
113 11.377 22.8 1.68e+04
114 11.477 21.2 1.57e+04
115 11.577 23 1.52e+04
116 11.677 21 1.71e+04
117 11.777 22.4 1.75e+04
118 11.877 22.5 1.62e+04
119 11.977 22.4 1.61e+04
120 12.077 23.5 1.74e+04
121 12.165 23.2 1.73e+04
122 12.277 23.3 1.68e+04
123 12.378 22.8 1.6e+04
124 12.478 22.2 1.71e+04
125 12.578 24.3 1.71e+04
126 12.678 22.7 1.74e+04
127 12.778 22.5 1.82e+04
128 12.878 22.6 1.46e+04
129 12.978 23.8 1.64e+04
130 13.078 22.3 1.86e+04
131 13.178 23.5 1.53e+04
132 13.278 23 1.68e+04
133 13.378 22.9 1.75e+04
134 13.478 22.7 1.53e+04
135 13.578 21.8 1.75e+04
136 13.678 23.9 1.68e+04
137 13.778 23.6 1.72e+04
138 13.878 22 1.79e+04
139 13.978 22.6 1.82e+04
140 14.078 24.8 1.74e+04
141 14.178 22.2 1.64e+04
142 14.278 23.7 1.61e+04
143 14.378 21.3 1.76e+04
144 14.478 25 1.81e+04
145 14.578 25.2 1.69e+04
146 14.630 29.2 1.49e+04
147 14.778 28 1.6e+04
148 14.878 27.8 1.46e+04
149 14.978 28.7 1.42e+04
150 15.078 28.7 1.33e+04
151 15.178 29.4 1.41e+04
152 15.278 26.9 1.52e+04
153 15.378 28.4 1.55e+04
154 15.478 27.6 1.3e+04
155 15.578 30.1 1.57e+04
156 15.678 28.8 1.47e+04
157 15.778 30 1.35e+04
158 15.878 30.3 1.44e+04
159 15.978 28.8 1.42e+04
160 16.078 29 1.39e+04
161 16.178 28.1 1.46e+04
162 16.278 29.3 1.35e+04
163 16.378 28.7 1.4e+04
164 16.478 27.9 1.44e+04
165 16.578 28.7 1.5e+04
166 16.678 30 1.38e+04
167 16.778 29.1 1.5e+04
168 16.878 28.2 1.56e+04
169 16.978 28.1 1.4e+04
170 17.078 29.9 1.49e+04
171 17.178 27.9 1.38e+04
172 17.278 27.1 1.59e+04
173 17.377 26.4 1.64e+04
174 17.477 29.2 1.39e+04
175 17.577 28.9 1.43e+04
176 17.677 29.5 1.42e+04
177 17.777 27.9 1.44e+04
178 17.877 27.4 1.48e+04
179 17.977 28.3 1.38e+04
180 18.077 29.7 1.38e+04
181 18.177 29.4 1.41e+04
182 18.277 28.1 1.5e+04
183 18.377 29 1.33e+04
184 18.477 29.5 1.49e+04
185 18.577 30.5 1.53e+04
186 18.677 28.5 1.43e+04
187 18.777 26.8 1.39e+04
188 18.877 30.2 1.41e+04
189 18.977 27.5 1.73e+04
190 19.077 25.6 1.73e+04
191 19.177 16.5 2.06e+04
192 19.277 14.6 2.24e+04
193 19.377 15.1 2.06e+04
194 19.477 16.1 2.38e+04
195 19.577 15.8 2.2e+04
196 19.677 14.3 2.24e+04
197 19.777 15.2 2.27e+04
198 19.877 16.2 1.93e+04
199 19.977 15.8 2.36e+04
200 20.077 15.3 2.46e+04
201 20.177 16.3 2.24e+04
202 20.277 14.9 2.02e+04
203 20.377 14.7 2.1e+04
204 20.477 15.2 2.41e+04
205 20.577 16.1 2.29e+04
206 20.677 15.8 2.3e+04
207 20.777 15 2.59e+04
208 20.877 16.3 1.97e+04
209 20.977 14.9 2.25e+04
210 21.077 15.1 2.09e+04
211 21.177 15.5 2.13e+04
212 21.277 16 2.22e+04
213 21.377 14.9 2.25e+04
214 21.477 15.1 2.68e+04
215 21.577 15.2 2.24e+04
216 21.677 15 2.32e+04
217 21.777 15.5 2.08e+04
218 21.877 16.4 2.04e+04
219 21.977 16.1 2.37e+04
220 22.032 15.7 2.37e+04
221 22.177 15.5 2.2e+04
222 22.277 15 2.11e+04
223 22.377 14.9 2.24e+04
224 22.477 14.7 2.03e+04
225 22.577 15.2 2.13e+04
226 22.677 15.6 1.93e+04
227 22.777 18.1 2e+04
228 22.877 19.4 2.13e+04
229 22.977 19 1.94e+04
230 23.077 21.3 1.81e+04
231 23.177 18.1 1.98e+04
232 23.277 19.3 1.81e+04
233 23.377 18.7 1.89e+04
234 23.477 18 1.9e+04
235 23.577 20.6 1.81e+04
236 23.677 20.1 1.96e+04
237 23.777 20 1.8e+04
238 23.877 19.1 1.83e+04
239 23.977 19.5 1.95e+04
240 24.077 18.8 1.96e+04
241 24.177 19.1 1.9e+04
242 24.277 18.1 2.16e+04
243 24.377 18.3 2.01e+04
244 24.477 19.2 1.87e+04
245 24.577 19.2 1.87e+04
246 24.677 18.8 1.88e+04
247 24.777 18.6 1.96e+04
248 24.877 19.3 1.97e+04
249 24.977 18.8 1.92e+04
250 25.077 18.9 1.96e+04
251 25.177 18.5 1.93e+04
252 25.277 18.6 2.06e+04
253 25.377 19.9 1.86e+04
254 25.477 20.2 1.86e+04
255 25.577 18.2 1.94e+04
256 25.677 17.8 1.89e+04
257 25.777 19 1.98e+04
258 25.877 18.2 2.01e+04
259 25.977 20.2 2.08e+04
260 26.077 18.5 1.98e+04
