Material Budget Peek, Material Budget error, mean-squared deviation angle from reference beam, xerror
0.0031289111389236545,0.00015652211897640347,11.78538327474035,0.0008946243736964169
0.018773466833541926,0.00015917859200293528,83.4540870906337,0.00217980135613301
0.034418022528160196,0.0001654525509271933,173.72083528459956,0.004427744711158477
0.05006257822277847,0.00017495525455869882,278.69377961091004,0.007369140901829724
0.06570713391739674,0.0001871956399604108,392.67759132405837,0.010477026808300798
0.08135168961201501,0.00020167584430412443,514.9077042975179,0.016313824321580465
0.09699624530663328,0.0002179498950779288,643.116033947526,0.020540452758954404
0.11264080100125155,0.0002356464287577555,784.10498793024,0.026287489500907132
