Material Budget Peek, Material Budget error, mean-squared deviation angle from reference beam, xerror
0.0031289111389236545,0.00031328296204100395,11.694062818831814,0.0009221777319527411
0.018773466833541926,0.0003267016905963023,82.92473250293672,0.0022381270099869743
0.034418022528160196,0.00035719747002291964,173.75632684231206,0.004509199412442128
0.05006257822277847,0.0004008919158103126,277.9663179947583,0.007391280359089336
0.06570713391739674,0.00045398995732543075,391.9474072459097,0.010514794092976705
0.08135168961201501,0.0005135831891345606,513.9934665528605,0.015604783909216841
0.09699624530663328,0.0005776649206849078,643.2876002561716,0.020102017873162965
0.11264080100125155,0.0006448985087881436,784.6376922018135,0.02493706637123062
